id,type,a1,a2,a3,a4,a5,a6,a7,a8,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,B15,B16,B17,will
921,2,73.21,67.95,59.33,70.34,69.73,57.76,71.24,70.76,2,33,1,10,5,6,1,1986,5,14,6,2,40,15,15,0,0,0
922,2,77.81,82.83,77.81,77.77,85.63,88.88,77.77,85.2,1,15,1,5,3,5,1,1984,4,12,4,3,40,30,20,25,7,0
923,2,79.45,78.97,74.05,67.08,73.99,79.99,69.14,66.31,2,42,2,10,5,6,1,1977,5,19,3,6,10,8,8,20,40,0
924,2,73.39,80.48,74.05,73.19,76.46,75.03,77.76,77.76,2,10,1,9,4,5,2,1984,8,10,3,6,10,6,3,0,55,0
925,2,75.36,71.32,81.56,77.77,83.85,75.56,75.45,81.09,2,10,3,15,4,5,2,1980,6,16,3,4,12,7,7,40,10,0
926,2,83.39,82.83,85.17,81.93,80.84,86.14,86.6,84.77,1,20,1,1,6,6,2,1985,5,12,3,2,12,8,8,25,15,0
927,2,81.69,81.09,85.17,77.77,84.08,83.6,82.35,81.87,1,20,1,10,3,6,1,1989,5,9,3,5,24,13,12,32,7,0
928,2,78.73,72.12,77.66,74.08,76.46,77.77,64.57,77.76,1,4,2,3,4,4,0,1993,5,5,4,5,16,8,10,20,0,0
929,2,67.99,77.77,77.81,85.19,79.7,88.88,84.44,81.44,1,5,2,6,1,1,0,1992,6,6,4,7,18,9,12,30,10,0
930,2,80.38,79.07,77.81,81.45,85.63,83.06,77.77,84.77,2,12,2,4,3,5,1,1986,6,11,5,4,16,9,7,35,10,0
931,2,74.25,70.06,70.44,74.08,74.75,77.77,71.24,74.44,1,6,2,6,2,3,0,1992,6,6,4,7,16,10,12,30,10,0
932,2,75.59,77.8,77.81,77.77,77.76,77.77,77.77,77.76,2,30,1,6,3,5,1,1989,4,8,3,7,19,11,14,11,6,0
933,2,85.04,85.63,81.56,85.19,83.85,83.6,86.59,85.54,1,3,1,4,2,3,0,1996,6,3,4,4,15,9,9,20,6,0
934,2,66.69,66.69,66.69,66.66,66.65,71.95,68.95,70.76,1,10,1,5,3,5,1,1988,6,9,6,4,19,12,7,40,10,0
935,2,82.64,80.01,74.2,81.5,76.36,77.45,82.2,81.09,2,38,1,11,3,5,1,1981,5,15,5,4,17,12,13,15,11,0
936,2,86.11,89.77,92.67,95.82,88.65,86.67,89.08,81.09,2,36,2,8,3,3,1,1983,5,12,7,9,16,12,11,25,10,0
937,2,78.92,77.8,77.81,77.77,77.76,77.77,77.77,77.76,2,31,2,7,3,5,1,1988,6,7,6,7,19,12,15,0,0,0
938,2,78.21,75.67,48.21,74.56,87.09,79.99,77.58,70.33,2,28,2,9,4,4,0,1991,6,6,5,4,27,10,19,25,10,0
939,2,72.26,73.28,66.54,70.82,66.72,61.17,75.48,66.23,1,20,2,5,4,4,0,1990,5,6,4,8,25,8,12,30,10,0
940,2,52.02,56.84,59.33,58.81,55.55,58.3,57.85,66.66,1,5,2,4,2,3,0,1993,6,4,4,8,20,10,7,30,20,0
941,2,87.81,88.92,88.92,77.77,80.84,83.06,82.16,81.87,1,20,2,15,3,6,1,1984,5,12,3,5,24,13,10,30,12,0
942,2,81.69,80.05,81.56,81.03,83.85,83.6,82.35,70.33,2,27,1,7,4,5,0,1993,6,5,4,5,28,11,24,0,10,0
943,2,67.62,71.32,74.05,67.08,76.15,61.05,71.18,70.76,1,20,1,5,2,3,0,1992,5,3,3,2,36,6,26,20,10,0
944,2,79.84,74.52,63.08,69.92,65.04,69.74,68.57,74.09,1,14,1,10,4,4,0,1990,4,7,6,4,30,11,20,30,10,0
945,2,62.4,63,66.69,66.66,68.43,66.66,66.67,66.66,1,20,3,2,4,5,2,1981,5,17,4,4,30,5,25,30,0,0
946,2,79.84,81.46,88.92,84.72,84.02,86.14,82.16,84.77,2,26,1,7,4,2,0,1994,6,4,3,7,30,15,26,0,8,0
947,2,74.13,75.78,81.56,81.03,79,80.85,77.77,74.44,2,36,1,2,3,5,1,1984,6,17,4,8,11,7,10,0,0,0
948,2,77.81,75.41,77.81,74.5,77.76,77.77,75.48,77.76,1,24,1,1,6,6,2,1981,6,15,3,4,12,8,9,25,15,0
949,2,82.47,74.8,66.69,77.77,74.52,71.95,73.2,70.76,1,11,2,11,3,5,1,1985,6,9,6,5,13,8,10,21,8,0
950,2,71.3,73.35,70.44,74.5,74.75,75.03,75.68,74.44,2,27,1,3,4,4,0,1992,5,4,4,8,19,10,15,0,0,0
951,2,77.24,78.17,74.2,78.66,77.6,72.49,77.58,78.19,2,33,2,10,4,5,2,1987,6,9,6,4,18,15,12,10,5,0
952,2,72.41,71.51,74.05,66.66,72.75,69.41,68.76,77.76,2,35,1,10,1,1,0,1985,5,12,3,4,15,10,10,10,10,0
953,2,82.64,75.37,70.44,78.19,79.54,72.49,77.76,81.09,1,14,3,6,4,6,1,1986,5,9,3,4,19,12,13,0,0,0
954,2,74.25,83.2,85.17,77.77,85.85,83.06,77.79,77.76,2,34,1,5,4,5,2,1986,6,8,4,4,16,8,5,30,6,0
955,2,70.57,76.67,70.44,69.92,68.43,72.49,64.19,74.44,2,6,2,4,3,5,1,1994,6,4,3,3,19,7,6,20,30,0
956,2,79.84,84.46,88.92,81.45,77.7,83.06,86.59,81.44,2,10,2,5,5,6,1,1990,6,7,6,5,20,8,10,30,0,0
957,2,67.62,70.1,70.44,77.77,66.65,61.38,75.49,66.23,2,26,2,8,3,5,1,1994,5,3,3,8,20,14,10,30,9,0
958,2,69.65,73.25,70.44,70.82,69.67,72.49,73.38,74.09,2,38,2,14,3,5,1,1982,5,15,5,3,29,15,20,35,0,0
959,2,70.57,74.52,70.44,74.08,74.75,75.03,80.24,70.76,2,8,1,6,4,5,2,1989,6,8,7,9,20,10,16,0,0,0
960,2,73.93,78.56,70.44,81.45,72.91,69.41,73.38,73.66,1,4,3,4,3,5,1,1995,5,4,4,7,20,12,15,10,5,0
961,2,78.01,83.81,77.81,89.77,87.15,86.14,80.01,74.86,2,25,1,15,5,6,1,1982,5,20,3,2,20,7,17,30,5,0
962,2,84.13,76.06,62.94,74.08,72.81,66.66,68.96,81.09,1,5,1,3,3,5,1,1990,5,8,5,4,25,15,15,30,20,0
963,2,67.08,65.39,51.82,59.71,66.26,61.38,73.38,58.88,2,33,1,12,5,6,1,1986,6,12,5,2,30,13,21,30,10,0
964,2,87.87,88.67,85.17,85.61,90.27,91.96,93.26,77.69,1,7,1,9,4,6,1,1980,5,16,6,1,30,25,20,25,12,0
965,2,67.43,71.51,55.58,63.4,61.86,66.99,62.23,70.76,2,26,1,2,6,3,1,1994,5,3,6,4,30,9,12,0,0,0
966,2,84.32,82.22,81.56,85.19,85.85,83.6,84.44,85.54,1,11,1,6,3,2,0,1993,6,3,4,8,35,18,29,15,0,0
969,2,74.13,80.23,70.44,81.45,77.76,80.52,73.34,74.44,2,30,2,10,1,1,0,1990,6,8,7,9,30,20,15,30,5,0
970,2,77.81,77.8,77.81,77.77,77.76,77.77,77.77,77.76,1,25,1,15,3,5,1,1980,5,17,3,2,30,25,25,10,0,0
971,2,79.84,79.43,85.17,88.88,79.31,83.06,73.34,74.09,2,37,1,16,4,6,1,1983,4,16,5,1,35,31,31,10,5,0
972,2,71.68,80.23,81.56,77.77,77.7,66.66,73.2,81.09,1,8,1,5,3,5,1,1991,6,5,2,2,35,18,15,40,0,0
973,2,70.57,77.8,74.2,74.5,72.91,77.77,71.06,74.09,2,10,1,5,3,5,1,1992,5,4,3,4,30,14,12,30,10,0
974,2,78.86,82.11,85.17,74.98,82.39,79.99,84.49,70.76,2,8,1,5,5,6,1,1988,5,9,7,9,30,25,15,30,10,0
975,2,91.2,81.46,85.17,77.77,81,83.06,82.35,81.87,2,9,1,6,5,6,1,1990,6,6,5,3,32,15,9,30,20,0
976,2,94.45,97.6,81.56,93.03,85.79,91.63,88.9,84.77,2,15,2,2,3,4,1,1985,5,10,4,4,44,26,15,20,20,0
977,2,72.95,79.83,74.05,77.77,68.43,74.7,77.77,81.87,2,16,2,3,5,6,1,1972,5,26,4,4,14,8,7,20,0,0
978,2,75.78,69.88,70.3,74.08,69.84,66.66,64.37,63.33,2,12,2,6,2,3,0,1989,6,8,4,2,23,15,5,30,25,0
979,2,59,66.23,40.56,82.77,72.06,68.88,68.83,56.24,2,34,1,1,6,6,3,1986,5,14,4,1,24,19,19,30,0,0
980,2,66.69,69.12,66.69,70.34,72.97,69.74,66.67,66.66,2,28,2,8,5,6,1,1992,6,6,7,9,20,15,10,0,0,0
981,2,95.05,94.5,85.17,92.14,88.87,91.63,88.88,95.88,1,9,2,3,5,6,1,1987,6,9,3,5,27,14,12,30,0,0
982,2,77.09,80.23,70.44,81.45,77.82,77.77,82.16,78.54,2,26,1,6,1,1,0,1994,6,6,4,5,30,25,20,0,0,0
983,2,75.18,64.09,55.58,52.28,57.32,69.41,66.67,66.66,1,10,3,5,5,6,1,1988,5,10,4,1,70,40,45,20,10,0
984,2,66.82,66.08,70.44,77.77,71.57,72.49,75.49,74.44,2,30,3,7,5,6,1,1990,6,6,5,2,16,12,11,0,0,0
985,2,85.04,78.45,77.81,85.61,82.55,86.14,77.77,81.87,1,15,1,7,3,5,1,1989,5,8,5,8,16,7,12,12,8,0
986,2,71.3,73.54,85.17,77.77,72.75,72.49,75.48,81.09,2,27,2,2,3,2,0,1993,5,5,5,8,15,10,10,20,5,0
987,2,64.92,67.62,51.96,69.92,56.68,74.49,69.32,74.51,2,40,2,15,5,6,1,1980,5,16,4,4,24,15,9,40,16,0
988,2,72.67,77.8,70.44,81.03,74.52,80.85,77.77,77.76,2,26,1,6,1,1,0,1993,6,6,4,4,60,55,45,0,0,0
989,2,88.38,89.68,77.81,96.72,79.54,85.81,77.77,84.77,2,12,2,4,5,6,1,1984,5,14,5,4,33,21,23,0,0,0
990,2,78.92,79.07,77.81,77.77,77.76,77.77,77.77,77.76,1,3,5,3,3,5,1,1991,4,9,4,8,10,5,5,20,0,0
991,2,82.8,77.8,74.05,77.77,72.91,72.49,71.24,76.99,2,30,1,6,3,5,1,1989,5,7,5,7,25,14,14,25,5,0
992,2,85.97,84.65,88.92,81.93,88.87,85.81,84.31,85.54,1,5,3,2,5,6,1,1995,6,3,6,7,20,10,10,30,5,0
993,2,71.18,76.06,70.44,81.03,75.82,72.49,75.43,70.33,2,30,1,10,3,5,1,1990,6,8,3,7,23,8,12,0,25,0
994,2,74.32,74.65,85.31,74.98,79.06,88.88,71.24,67.01,2,28,1,5,3,5,1,1992,6,5,4,8,32,9,15,30,10,0
995,2,83.93,83.2,81.56,81.93,85.79,83.06,82.16,77.34,2,27,3,8,6,6,2,1993,6,5,3,5,12,7,9,15,13,0
996,2,78.53,79.79,74.05,81.93,66.65,75.03,82.15,81.09,2,22,2,3,5,6,1,1972,5,25,4,5,18,10,6,20,25,0
997,2,77.81,77.8,77.81,77.77,77.76,77.77,77.77,77.76,2,40,1,20,5,6,1,1980,4,20,1,2,20,15,10,30,10,0
998,2,77.81,77.8,77.81,77.77,77.76,83.06,73.34,77.76,2,29,1,5,3,5,1,1991,6,5,4,7,27,9,8,38,13,0
1000,2,76.7,77.8,77.81,77.77,77.76,77.77,77.77,77.76,2,30,1,5,3,5,1,1989,5,7,3,4,15,10,10,10,5,0
1001,2,77.81,77.8,81.56,77.77,77.76,77.77,77.77,77.76,2,38,1,13,3,5,1,1982,6,13,6,4,19,13,12,15,5,0
1002,2,82.8,79.31,85.17,76.45,77.6,80.85,81.97,78.54,2,30,1,10,3,5,1,1990,6,8,2,3,12,8,3,0,50,0
1003,2,89.11,81.46,74.05,84.72,87.09,85.81,91.16,81.09,2,33,1,10,3,5,1,1986,6,11,4,2,25,13,18,0,40,0
1004,2,72.28,72.12,66.69,70.82,66.65,74.7,77.77,73.66,1,13,1,5,3,2,0,1991,6,4,4,4,25,16,18,20,0,0
1005,2,72.1,75.78,81.56,81.03,75.99,75.23,77.77,74.44,2,26,1,6,1,1,0,1993,5,6,4,8,30,25,20,0,0,0
1006,2,77.81,74.43,74.2,71.24,73.06,71.62,75.49,81.87,2,30,1,10,3,5,1,1990,6,7,3,3,30,18,10,20,20,0
1007,2,75.24,66.69,70.44,74.5,79.06,78.31,77.71,74.01,2,26,1,6,3,5,1,1993,6,6,3,4,70,65,56,0,0,0
1008,2,74.13,70.38,77.81,78.66,77.76,77.77,77.77,70.33,1,6,2,5,1,1,0,1993,4,5,4,8,70,65,45,0,0,0
1009,2,75.96,71.51,74.05,77.29,77.76,75.03,73.15,71.11,2,26,1,6,1,1,0,1994,6,6,4,8,70,65,56,0,0,0
1010,2,76.7,77.8,77.81,81.03,77.82,80.85,77.91,81.09,2,26,1,6,1,1,0,1993,6,6,4,8,80,75,55,0,0,0
1011,2,77.81,79.07,77.81,74.5,80.84,77.77,82.35,77.76,2,26,1,6,1,1,0,1993,6,6,4,8,60,55,45,0,0,0
1012,2,64.12,69.12,66.69,66.66,63.64,66.66,66.67,59.23,2,10,1,9,2,3,0,1987,8,10,3,2,20,15,10,0,16,0
1013,2,82.41,80.2,81.56,81.45,84.08,77.77,75.48,81.87,2,31,1,6,3,5,1,1989,5,6,4,4,27,19,16,21,6,0
1014,2,79.84,79.07,77.81,81.93,77.76,77.77,79.86,77.76,2,29,2,7,5,6,1,1985,5,12,4,2,9,5,4,20,0,0
1015,2,85.97,84.46,81.56,85.61,82.78,83.06,84.49,81.44,2,12,3,6,3,5,1,1988,4,7,7,9,30,20,18,10,10,0
1017,2,85.24,83.48,81.56,84.72,82.61,80.52,82.4,81.09,1,18,3,5,5,5,2,1987,5,10,6,4,16,11,10,20,0,0
1018,2,64.12,59.99,66.69,66.66,63.64,61.38,59.95,62.55,1,15,1,5,3,5,1,1989,5,5,3,2,15,5,9,20,5,0
1019,2,78.92,81.85,77.81,77.77,77.76,77.77,77.77,77.76,2,20,2,12,6,6,3,1979,5,20,4,1,30,20,23,0,0,0
1020,2,73.21,73.35,77.81,67.55,74.75,69.74,68.78,74.86,2,30,2,5,3,5,1,1990,6,5,4,2,25,21,16,11,6,0
1021,2,73.93,64.58,62.94,70.82,60.4,68.88,82.21,67.01,1,5,1,5,3,5,1,1992,6,6,8,10,20,7,9,20,0,0
1022,2,73.71,79.43,77.81,85.19,77.7,83.06,82.35,85.54,1,12,2,5,3,5,1,1984,5,13,4,7,20,10,12,40,10,0
1023,2,73.93,75.78,77.81,77.77,74.52,69.41,73.38,70.76,2,38,2,13,5,6,1,1982,6,16,3,4,35,23,19,15,13,0
1025,2,83.21,85.63,88.92,85.61,85.63,86.14,82.16,84.77,2,12,3,5,3,5,1,1989,4,6,7,9,30,20,26,10,10,0
1026,2,66.69,66.69,66.69,66.66,67.96,69.41,68.95,66.66,1,12,1,5,3,5,1,1990,6,5,3,4,22,10,7,50,5,0
1028,2,88.38,77.4,92.67,85.19,82.94,94.7,80.2,81.87,2,9,1,8,2,3,0,1991,5,9,3,2,20,5,16,22,8,0
1032,2,77.81,72.37,63.08,77.77,71.51,72.49,75.68,73.66,1,15,2,9,6,6,2,1983,5,11,5,6,13,8,5,15,20,0
1033,2,87.81,82.63,66.69,77.77,74.69,75.03,68.95,74.44,2,27,1,2,3,2,0,1992,6,4,3,8,19,8,10,0,0,0
1034,2,77.99,74.76,74.05,74.5,69.73,64.12,73.35,66.23,2,35,1,13,4,5,2,1985,4,13,4,2,30,15,25,0,0,0
1035,2,64.12,66.69,66.69,66.66,63.1,66.66,66.67,63.33,2,15,2,6,2,3,0,1988,6,10,3,3,15,10,10,20,0,0
1036,2,86.7,79.83,85.17,88.88,87.09,86.14,86.59,85.54,2,10,3,1,4,4,0,1996,5,4,5,7,20,8,15,20,5,0
1039,2,77.81,77.8,77.81,77.77,77.76,77.77,77.77,77.76,1,10,2,8,2,3,0,1990,5,10,7,9,10,6,8,18,13,0
1040,2,82.8,79.47,81.56,84.72,81,83.06,79.88,78.11,2,40,2,20,3,5,1,1980,5,15,4,2,25,20,20,0,0,0
1043,2,82.47,83.52,77.81,85.61,79.54,86.14,82.16,81.09,2,36,1,9,4,5,2,1984,4,12,2,4,18,12,11,20,0,0
1044,2,64.66,74.52,77.81,77.77,77.6,77.77,79.87,77.76,1,21,1,7,3,5,1,1984,6,10,4,5,18,10,13,12,0,0
1045,2,72.1,74.8,74.05,77.77,74.52,75.03,64.37,70.76,2,37,1,10,4,5,2,1982,5,13,7,9,20,6,7,35,11,0
1046,2,73.93,69.08,74.05,74.5,72.91,75.03,73.2,73.66,2,30,1,10,3,5,1,1985,5,10,4,2,29,17,12,20,20,0
1049,2,73.93,76.91,70.44,74.08,72.91,83.6,82.35,84.77,2,35,1,13,2,3,0,1985,4,12,3,5,30,25,25,0,0,0
1050,2,85.23,94.5,92.67,88.88,88.93,91.63,88.69,77.76,2,35,3,9,4,5,1,1985,6,16,4,5,34,18,14,36,5,0
1051,2,73.21,74.8,70.44,77.77,77.76,77.77,79.87,77.76,2,12,1,5,5,6,1,1988,5,11,2,4,18,10,14,0,0,0
1052,2,77.07,67.1,59.33,74.5,61.64,64.45,57.84,62.98,1,8,1,4,4,5,2,1982,4,15,4,2,16,12,10,30,10,0
1053,2,66.28,76.39,66.69,84.72,82.78,75.03,79.74,77.42,1,19,1,1,3,5,1,1986,5,9,6,6,19,10,8,0,0,0
1055,2,70.57,68.68,70.44,66.66,71.67,71.95,73.38,70.33,1,15,1,6,2,3,0,1990,6,5,5,2,20,15,12,20,5,0
1056,2,73.08,75.17,70.44,74.5,74.69,71.95,75.48,69.98,2,33,1,6,3,5,1,1987,4,8,3,5,23,11,18,15,0,0
1057,2,59.26,44.97,55.58,52.28,69.67,72.81,55.56,54.34,2,31,2,10,3,2,0,1988,6,9,6,4,20,8,9,0,25,0
1058,2,79.84,80.77,81.56,81.03,83.85,80.52,86.6,77.76,1,10,2,5,5,6,1,1984,5,13,4,6,24,16,12,0,25,0
1059,2,82.23,85.91,81.56,88.88,83.85,85.81,82.15,84.77,2,35,1,8,3,5,1,1984,5,13,3,2,23,9,12,0,25,0
1060,2,75.42,69.69,70.44,85.19,79.54,80.52,73.52,74.01,2,30,1,10,5,6,1,1990,6,6,5,5,31,25,27,0,0,0
1061,2,80.58,78.01,85.17,77.77,76.69,79.99,82.35,76.99,2,5,1,3,3,5,1,1980,4,15,9,11,30,25,26,0,0,0
1062,2,72.82,69.12,66.69,70.82,71.67,74.7,73.32,70.33,2,16,1,12,5,6,1,1978,8,16,3,4,36,24,15,30,0,0
1063,1,76.37,76.33,85.31,81.93,81,81.06,79.69,65.88,2,19,1,6,3,5,1,1984,5,12,1,2,15,7,10,30,10,0
1064,1,71.3,69.98,66.69,70.82,69.9,66.66,71.24,70.76,2,35,1,9,3,5,1,1984,5,12,7,9,40,25,35,10,0,0
1066,1,82.41,83.52,81.56,84.72,81,80.52,82.35,85.54,2,10,1,6,5,6,1,1983,5,12,4,6,16,10,5,20,20,0
1067,1,71.38,82.98,59.04,72.71,56.72,79.99,78.09,86.32,1,14,3,10,3,5,1,1991,5,10,7,9,20,14,12,30,0,0
1068,1,82.86,75.82,81.41,73.61,79.54,88.88,84.49,76.99,2,29,2,2,5,6,1,1990,4,4,2,5,30,11,11,20,30,0
1069,1,83.21,82.35,81.56,81.03,82.78,83.6,86.72,88.52,2,25,1,5,1,1,0,1994,6,3,4,8,34,12,12,25,15,0
1070,1,83.19,74.39,70.44,81.5,77.7,82.73,73.15,88.87,2,32,2,8,3,5,1,1988,6,8,3,4,30,14,22,20,0,0
1071,1,82.23,88.92,77.81,81.45,82.78,88.88,97.7,88.87,1,5,2,5,5,6,1,1987,5,9,4,3,14,10,8,15,40,0
1072,1,87.07,79.83,77.81,81.93,83.85,83.06,84.31,84.77,2,29,1,7,3,2,0,1991,6,7,4,6,13,8,5,10,20,0
1073,1,85.04,88.92,88.92,85.19,82.61,86.14,84.31,84.77,2,29,2,7,3,2,0,1991,6,7,4,4,18,11,8,10,20,0
1074,1,79.84,73.75,77.81,81.45,77.29,72.49,71.04,66.66,1,17,1,12,3,5,1,1988,5,7,7,9,30,22,10,0,0,0
1075,1,76.7,77.8,77.81,77.77,77.76,77.77,77.77,77.76,2,8,1,8,2,3,0,1992,6,8,2,2,50,40,46,15,10,0
1077,1,90.77,92.61,96.28,88.88,92.11,85.81,93.32,92.98,2,18,2,6,5,6,1,1985,3,12,3,4,14,8,7,25,28,0
1079,1,60.1,65.28,48.07,67.55,74.85,79.99,64.57,66.23,2,18,2,12,3,5,1,1982,5,14,3,3,12,5,6,0,20,0
1080,1,65.4,76.95,66.84,73.61,76.36,69.95,77.77,74.01,2,10,1,5,3,5,1,1988,4,8,5,4,10,8,7,20,10,0
1081,1,97.08,92.2,73.9,99.98,92.11,91.63,91.16,99.98,2,29,1,4,5,6,1,1991,6,5,5,5,11,10,11,20,0,0
1082,1,42.61,45.58,37.09,41.17,38.11,41.69,39.86,40.33,2,32,1,12,3,5,1,1988,6,12,6,1,37,33,33,25,0,0
1083,2,97.08,95.98,96.28,95.82,87.26,94.7,93.26,92.2,2,47,1,16,3,5,1,1972,6,25,5,6,7,6,5,15,0,0
1086,2,86.35,84.65,77.81,77.77,77.76,77.77,73.4,74.09,2,15,3,8,6,6,2,1990,5,8,7,9,15,7,7,0,0,0
1087,2,65.59,66.69,66.69,74.5,66.65,66.66,66.67,66.66,1,10,2,7,3,5,1,1988,5,12,4,6,20,10,12,0,17,0
1088,2,94.63,98.77,88.92,99.98,93.89,96.92,93.26,99.98,2,30,2,2,3,5,1,1989,8,5,2,5,25,15,13,20,0,0
1089,2,66.18,78.56,66.69,70.4,60.78,58.3,64.25,51.79,2,5,2,5,3,2,0,1996,5,3,1,8,60,20,40,0,0,0
1090,2,77.81,74.11,81.41,77.77,74.69,80.31,71.04,70.33,1,10,2,4,4,2,0,1992,5,6,4,2,25,12,15,0,0,0
1091,2,77.99,76.18,74.05,74.5,74.46,83.39,71.1,76.99,2,30,2,6,3,5,1,1989,6,7,4,3,25,14,9,20,20,0
1092,2,85.55,80.48,74.05,74.5,82.78,80.85,84.31,92.98,2,35,1,11,5,6,1,1985,6,12,4,2,9,5,4,15,25,0
1093,2,94.33,93.09,85.17,88.88,93.72,94.17,93.26,92.2,1,9,2,3,5,6,1,1987,6,9,3,4,10,4,3,20,20,0
1094,2,68.73,69.98,62.94,66.66,66.65,75.03,73.34,69.98,2,20,2,4,4,4,0,1994,6,4,4,7,15,7,7,0,25,0
1095,2,74.25,86.89,81.56,81.45,79,83.6,82.21,78.11,2,10,4,5,5,5,2,1970,5,25,9,11,30,20,26,0,0,0
1096,2,72.82,71.14,66.69,69.92,69.73,69.74,71.04,69.98,2,20,2,4,4,4,0,1994,6,4,4,7,8,5,5,0,0,0
1097,2,52.81,59.84,44.45,59.71,60.4,63.26,57.85,66.31,2,5,3,5,3,2,0,1992,5,4,4,8,15,6,4,25,25,0
1098,2,75.78,74.52,77.81,81.03,72.75,72.49,80.07,74.44,2,40,1,15,3,5,1,1980,6,16,3,2,30,25,20,0,0,0
1100,2,77.27,83.48,81.56,80.56,77.6,77.77,80.07,81.44,2,31,1,10,3,2,0,1988,5,8,4,1,19,9,13,0,0,0
1102,2,79.84,83.52,85.17,81.03,81,83.6,84.49,85.54,1,25,2,3,2,3,0,1995,6,3,4,5,30,18,8,30,20,0
1103,1,64.6,64.95,70.3,70.34,57.32,72.28,73.2,62.12,2,36,2,10,5,6,1,1983,6,12,4,2,22,12,8,20,25,0
1104,1,85.78,86.89,74.2,85.61,80.84,80.52,82.16,77.34,2,40,1,10,3,5,1,1980,5,16,7,9,30,25,15,25,6,0
1105,1,71.3,72.77,77.81,81.45,71.73,66.66,75.49,78.19,2,15,2,10,5,6,1,1985,5,12,4,4,30,9,14,10,20,0
1106,1,83.93,78.66,81.41,85.19,76.46,77.77,80.05,84.77,1,15,1,12,3,5,1,1984,5,13,4,6,46,25,14,30,20,0
1107,1,81.49,84.5,81.56,88.88,88.87,91.63,84.51,88.87,2,10,2,7,5,6,1,1984,5,12,4,6,36,23,13,20,20,0
1108,1,81.69,74.52,81.56,77.77,79.7,83.6,79.87,73.66,2,6,2,9,2,3,0,1988,5,9,7,9,60,50,40,10,10,0
1109,1,74.25,72.41,74.05,77.77,79.23,69.41,79.92,77.76,1,10,2,8,3,5,1,1981,5,16,4,3,12,8,4,0,50,0
1110,1,63.34,67.41,70.3,62.97,71.51,60.84,66.65,62.55,2,27,2,2,3,2,0,1992,4,4,4,8,15,6,12,0,0,0
1111,1,73.93,66.69,74.05,77.35,75.93,72.49,77.58,74.79,2,30,2,10,3,5,1,1989,6,8,4,5,39,22,19,0,20,0
1112,1,85.04,83.89,77.81,81.45,84.02,83.06,75.48,74.44,2,34,2,5,3,5,1,1985,5,11,4,2,25,13,9,0,0,0
1113,1,82.41,84.46,81.56,81.93,88.87,83.6,84.44,81.87,2,11,2,8,3,5,1,1989,6,8,7,9,60,50,40,10,10,0
1114,1,78.92,77.8,70.3,77.77,66.72,66.13,68.82,70.76,1,10,1,5,4,6,2,1983,5,13,6,3,20,16,15,20,15,0
1115,1,68.54,72.41,74.05,77.29,77.76,75.56,75.43,73.31,2,35,1,10,2,3,0,1984,4,10,4,5,15,12,10,25,15,0
1116,1,88.92,88.92,88.92,88.88,88.87,88.88,88.88,88.87,2,29,2,6,2,3,0,1983,6,12,6,4,19,12,6,20,30,0
1117,1,82.41,83.6,74.2,85.19,79,83.06,82.16,82.22,2,31,1,8,6,6,2,1989,6,8,4,3,30,22,26,16,6,0
1118,1,73.93,74.52,70.44,70.82,72.91,72.49,71.06,70.33,1,10,1,11,4,5,2,1990,5,8,1,3,35,27,18,25,10,0
1119,1,77.27,76.92,74.05,74.08,69.73,82.73,77.96,78.89,2,7,1,6,5,6,1,1986,8,7,3,7,32,16,10,20,30,0
1120,1,70.94,73.75,74.2,76.87,76.05,63.8,73.15,80.67,2,5,4,3,3,5,1,1970,4,25,9,11,60,55,50,15,0,0
1121,1,88.92,88.92,88.92,88.88,88.87,88.88,88.88,88.87,2,29,2,5,2,3,0,1981,6,15,5,4,41,27,22,20,0,0
1122,1,88.92,88.92,88.92,88.88,88.87,88.88,88.88,88.87,2,28,1,3,3,5,1,1984,6,11,4,2,40,24,19,25,0,0
1123,2,85.97,81.09,77.81,88.88,90.34,85.81,82.15,81.09,2,25,1,8,3,2,0,1991,6,6,4,8,11,8,10,25,0,0
1124,2,61.66,71.08,48.36,66.13,44.87,91.09,55.62,49.97,2,38,1,11,3,5,1,1982,5,15,7,9,13,5,10,20,13,0
1125,2,61.84,74.23,55.58,89.35,68.49,71.95,66.65,67.35,2,27,2,7,6,6,2,1993,8,3,2,7,18,12,15,16,8,0
1126,2,46.53,84.92,81.56,85.61,85.32,91.63,82.15,85.54,1,20,2,5,5,5,3,1985,6,10,4,2,18,12,13,30,10,0
1127,2,71.68,72.12,70.44,77.77,72.91,72.49,71.04,70.33,1,5,2,10,1,1,0,1990,6,4,3,7,18,15,12,12,10,0
1128,2,75.78,77.8,77.81,77.77,77.76,77.77,77.77,77.76,1,30,1,10,3,5,1,1982,6,15,4,2,20,15,12,20,0,0
1129,2,88.92,90.18,88.92,88.88,85.79,88.88,95.55,92.98,2,20,2,15,3,5,1,1972,8,22,3,2,21,10,8,15,25,0
1130,2,80.77,87.65,88.92,81.45,80.78,83.6,82.16,81.87,2,39,1,15,4,5,2,1981,6,15,4,3,30,17,16,25,0,0
1131,2,64.43,72.41,70.44,70.34,68.12,74.7,75.49,77.76,2,9,1,3,3,5,1,1988,5,9,4,7,30,10,20,30,5,0
1134,2,81.36,78.38,85.17,81.45,82.55,83.06,86.41,81.09,2,39,1,20,4,5,2,1981,5,15,4,3,30,15,14,25,0,0
